timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1519733945686437,0,-1,-1,-1,-2,-1,-1,-12
1519733945686437,-1,-2,-3,-1,-1,-2,-1,2
1519733945700473,-2,-3,-1,-1,0,0,0,2
1519733945700473,-1,-1,-1,0,-1,-2,-2,-2
1519733945715514,-1,-2,-1,0,-2,1,-2,-1
1519733945715514,-1,-2,0,-1,-1,-1,-2,-1
1519733945723535,-1,-2,-2,-2,2,-1,-1,2
1519733945723535,-1,0,-1,-3,-1,-2,0,-2
1519733945738575,-2,-1,-1,-1,-1,-1,0,2
1519733945738575,-2,1,-1,-2,-1,-1,-1,-4
1519733945745594,-1,-2,0,1,-1,1,-2,1
1519733945745594,-2,-3,-2,-3,-2,0,-1,1
1519733945760643,0,0,-1,0,-2,-2,0,1
1519733945760643,-2,-1,-1,-1,-1,1,-1,-2
1519733945775674,0,-2,0,0,-2,-1,-1,0
1519733945775674,-1,-1,-2,0,-1,1,-1,0
1519733945783695,-1,-2,-1,-1,0,0,0,2
1519733945783695,1,-1,-1,0,-1,-1,-1,-1
1519733945798735,0,-1,-1,-2,-1,1,-1,3
1519733945798735,-1,-1,0,1,-1,-1,-2,-10
1519733945805754,-2,-1,-1,-1,-3,-3,-2,1
1519733945805754,0,-1,-3,1,0,0,-2,1
1519733945820794,-1,-2,-2,-2,-1,0,-1,-3
1519733945820794,-1,-1,0,0,-1,-1,0,-2
1519733945835835,0,-1,-1,0,-1,-1,1,0
1519733945835835,0,-2,0,-2,-1,0,-1,0
1519733945842853,-1,-3,-1,-2,0,-1,0,-2
1519733945842853,-1,-1,0,-2,-1,-1,-1,1
1519733945857893,0,-2,-1,0,0,-2,1,-6
1519733945857893,-1,1,-2,-1,0,-1,0,2
1519733945865913,0,2,-2,-2,-2,-1,-2,-1
1519733945865913,-2,-1,-1,0,-1,-1,1,-2
1519733945880954,0,-1,-1,0,-1,-1,-1,1
1519733945880954,0,0,-1,0,-2,-2,-2,-2
1519733945895994,-1,-2,0,-1,-1,-1,-1,-2
1519733945895994,-1,-1,0,0,-1,-1,-1,0
1519733945911034,0,0,-2,-3,-1,0,0,6
1519733945911034,-3,0,0,-2,-1,-2,-1,-10
1519733945926074,-1,0,-1,-2,-2,-1,-1,3
1519733945926074,-1,-2,0,0,1,0,0,1
1519733945933093,-1,-2,-1,-2,-2,-2,0,-2
1519733945933093,-1,-1,-2,0,2,0,0,2
1519733945948133,-1,-1,-1,-1,-3,-1,-1,-2
1519733945948133,0,0,0,-1,-2,-1,-1,-3
1519733945956154,-1,0,-1,0,-1,-1,-1,-2
1519733945956154,0,-2,0,1,-1,0,-1,1
1519733945963173,0,0,0,-2,0,-1,-1,-3
1519733945963173,-1,-2,-1,-1,0,0,0,0
1519733945978213,0,-2,-3,0,-1,0,-2,-3
1519733945978213,-2,0,-1,0,-1,0,0,-1
1519733945986234,-1,-2,-2,-1,-3,-2,-3,-2
1519733945986234,0,-1,-1,-1,-1,0,0,5
1519733946001274,-1,-1,0,-4,-1,-2,1,-4
1519733946001274,-2,1,-2,0,0,1,-4,0
1519733946008292,-1,-2,1,-2,-2,-4,7,2
1519733946008292,0,-1,-1,-2,-2,-1,0,1
1519733946023333,-1,0,1,2,1,3,-14,-5
1519733946023333,0,-1,-1,0,-3,-2,2,3
1519733946038372,0,-1,0,-1,0,0,0,-4
1519733946038372,0,-2,-1,-2,0,-4,-1,3
1519733946045391,-2,0,-2,-1,0,0,-1,-2
1519733946045391,0,-1,-2,-1,0,-2,0,0
1519733946060431,-2,0,-1,1,0,-1,-3,-1
1519733946060431,0,-3,-1,-1,0,-1,0,-5
1519733946068452,-2,-2,-2,-1,1,-1,0,2
1519733946068452,-3,-2,-1,-1,-2,-1,-2,-3
1519733946083493,1,-1,-2,-2,-1,0,1,0
1519733946083493,-1,-1,-1,-2,0,1,-2,-3
1519733946098537,-1,-1,-2,-2,0,-3,1,1
1519733946098537,-2,-2,-2,-1,-2,-1,0,-1
1519733946105551,0,-1,-1,0,-2,0,-1,-2
1519733946105551,-2,-2,-1,-2,-1,-1,-1,-3
1519733946120591,0,-2,-1,0,0,-1,1,0
1519733946120591,-2,-2,0,-1,-3,0,4,6
1519733946128612,1,0,-1,-2,-1,-1,-3,-11
1519733946128612,-4,0,-1,0,-1,-2,1,1
1519733946143652,0,0,1,-1,-1,-1,-1,1
1519733946143652,-1,-2,-1,-1,0,-1,-2,-1
1519733946158692,-1,0,-1,0,-1,-2,-3,-5
1519733946158692,-1,-1,-1,-2,-1,-2,0,-2
1519733946165711,-1,-1,-3,-1,-3,-3,-1,1
1519733946165711,0,-2,-1,-1,-1,-2,-2,-3
1519733946180751,-1,-1,0,-2,-1,2,-1,0
1519733946180751,0,0,-3,-1,-2,-1,-1,-2
1519733946188772,-1,-2,-1,0,-1,0,0,0
1519733946188772,-1,-2,-1,0,-2,0,-1,0
1519733946203812,-4,0,-1,0,-1,-1,-1,1
1519733946203812,-1,1,-1,-1,-1,-1,0,0
1519733946218852,-2,0,-1,1,0,0,0,-4
1519733946218852,0,-1,-1,-1,-2,-1,-4,0
1519733946225871,0,-2,0,-1,0,-2,-1,0
1519733946225871,-1,-1,0,-1,-1,-1,-2,2
1519733946240911,-2,1,-2,-1,-2,-2,1,3
1519733946240911,0,0,-1,-1,1,-2,0,-4
1519733946247930,0,-1,-1,-1,-1,-1,0,-3
1519733946247930,0,0,-2,0,-1,0,-1,0
1519733946262969,0,-1,1,0,0,0,1,2
1519733946262969,-1,-1,-1,-1,0,-1,-1,-5
1519733946278010,-2,0,-1,-2,0,-1,-1,-1
1519733946278010,-2,-1,0,0,-1,-2,-2,-3
1519733946286031,-1,-1,-3,-2,0,0,0,3
1519733946286031,1,-1,-3,-1,-2,0,-2,0
1519733946301071,0,-2,-1,-2,-2,-1,-2,-3
1519733946301071,-1,0,-1,0,-2,0,0,-3
1519733946308090,-3,-2,-1,1,0,-1,-2,-3
1519733946308090,-1,-1,-1,-2,0,-1,0,6
1519733946323129,-1,0,0,-2,-2,-1,-1,0
1519733946323129,-2,-1,-2,-1,-2,1,0,-2
1519733946338169,1,-1,0,-1,-1,-1,-1,3
1519733946338169,0,-3,0,-1,0,-1,-2,-1
1519733946346191,0,0,0,-1,1,-1,-1,-3
1519733946346191,-2,-1,-2,1,0,0,-1,-2
1519733946361231,-1,-2,1,0,0,0,-1,3
1519733946361231,-2,-2,-3,0,-1,0,0,-2
1519733946368249,-1,-1,-1,-1,-1,-3,0,-1
1519733946368249,-1,-1,-1,-1,-1,-3,-3,-4
1519733946383290,0,-1,-1,1,0,0,-2,-2
1519733946383290,-1,-1,0,-2,0,0,-1,-4
1519733946398329,-2,0,-1,-1,-3,-1,0,0
1519733946398329,-2,-2,0,-1,-3,-1,-1,0
1519733946406350,-2,-3,-1,-2,-2,-1,1,3
1519733946406350,-2,0,-2,0,-1,0,-4,-11
1519733946420388,0,-1,-2,-2,0,1,-2,3
1519733946420388,1,-1,-1,0,0,0,0,1
1519733946428410,0,0,-2,-1,-1,1,0,2
1519733946428410,0,-2,-1,-1,0,-2,0,1
1519733946443450,-1,-2,-1,0,-2,-1,-3,-2
1519733946443450,1,-2,0,-2,0,-2,-1,0
1519733946458489,-1,-1,-2,-2,-1,0,-2,-2
1519733946458489,0,0,-1,-2,-1,-1,-1,2
1519733946465508,1,0,0,-3,-1,-2,-2,-4
1519733946465508,-1,-1,-1,2,-1,-2,1,0
1519733946480549,0,-2,0,-1,0,-1,0,0
1519733946480549,-1,-2,-1,0,-3,1,-1,-4
1519733946488569,-3,1,-2,-1,0,-1,-4,-3
1519733946488569,-2,-1,-2,-1,-1,0,-2,1
1519733946503609,1,-3,-2,-3,-2,0,2,-3
1519733946503609,-2,-2,-1,-3,-2,-3,-4,-1
1519733946518649,-1,0,-2,0,-3,-2,0,-1
1519733946518649,-1,-2,-2,-2,-1,-2,-3,-3
1519733946525668,-1,-2,-1,0,-1,0,0,5
1519733946525668,-1,0,-2,1,-2,-3,1,1
1519733946540708,-1,0,0,0,0,-2,-2,-3
1519733946540708,-2,-1,0,-2,0,-1,-1,-2
1519733946548729,-1,0,-1,-1,-1,0,-1,-4
1519733946548729,0,-3,1,-1,-1,1,0,0
1519733946563803,-2,-2,-1,-2,1,0,-3,-1
1519733946563803,-1,0,-2,0,-2,0,0,-3
1519733946578810,-1,0,-1,-1,-2,-1,-1,1
1519733946578810,1,-2,-1,1,1,0,0,-1
1519733946585829,-4,0,-1,-1,0,-1,-1,-2
1519733946585829,0,-2,-1,-1,-1,-1,0,4
1519733946600869,-1,-2,0,1,-1,0,-1,-6
1519733946600869,-1,-1,-1,-1,-2,-2,-3,1
1519733946607886,0,-2,-2,0,-2,-2,-2,0
1519733946607886,0,-1,-3,-2,-1,-1,-1,0
1519733946622926,-1,-1,0,-1,0,-1,-2,-3
1519733946622926,-2,-2,-1,-1,-2,-1,1,2
1519733946637967,0,-1,-2,0,0,-2,-2,-4
1519733946637967,0,1,-1,-1,0,-1,0,0
1519733946645989,3,1,-1,-2,0,-1,1,2
1519733946645989,-2,1,0,-2,0,-1,-3,-2
1519733946661027,-2,-1,-1,0,0,-2,-1,0
1519733946661027,1,-2,-2,-2,-1,-1,-1,-2
1519733946668046,-3,0,1,1,-2,0,0,1
1519733946668046,0,-2,-1,-1,-2,0,-2,-4
1519733946683087,-1,-1,-1,0,-1,-1,-2,-14
1519733946683087,-2,-1,0,-2,0,0,-1,2
1519733946698126,-1,-3,-2,-1,-2,-1,-2,-2
1519733946698126,-3,-3,-2,0,-2,0,-1,-3
1519733946706148,0,-2,0,-2,-2,-1,1,5
1519733946706148,1,0,0,0,0,-2,-1,-5
1519733946721187,-3,0,1,-2,-1,-1,-3,-2
1519733946721187,-1,0,-2,-2,-2,-1,0,-3
1519733946728207,0,0,-1,0,1,-1,-1,1
1519733946728207,-2,1,-1,-1,-2,0,-1,1
1519733946743247,0,-3,0,0,-2,-1,-1,4
1519733946743247,-2,-2,-1,-2,-1,-2,0,-1
1519733946758287,1,-1,0,-2,0,-1,-2,4
1519733946758287,-2,0,-1,-1,-1,-1,-2,-10
1519733946766308,-2,-4,-1,0,-2,-2,-2,2
1519733946766308,1,-1,-2,-1,1,-2,-1,2
1519733946781348,0,-2,0,-1,-1,0,-2,-1
1519733946781348,-3,-1,-2,1,-1,0,-1,-1
1519733946788367,-1,-2,-1,-2,0,0,0,-1
1519733946788367,0,-1,-3,0,-2,-1,0,-4
1519733946803407,-2,-2,-1,-1,-2,-1,-1,-2
1519733946803407,-2,-1,-2,-2,-1,-1,-2,-3
1519733946818446,0,-1,0,-1,0,-1,-2,-1
1519733946818446,0,0,0,-1,-1,-2,0,0
1519733946825466,-2,1,-2,0,-1,-2,0,-3
1519733946825466,1,-1,-1,-1,-1,-1,0,-1
1519733946840505,-4,0,-2,-2,-2,-1,0,0
1519733946840505,-1,0,-1,0,-2,-2,-2,0
1519733946848526,-1,-2,0,0,-2,1,-2,-1
1519733946848526,0,-1,-1,-1,-1,-1,-2,-1
1519733946863567,0,-1,0,-2,0,0,0,-2
1519733946863567,-3,-1,-1,-2,-2,0,-1,3
1519733946878607,-1,0,-1,-1,0,-1,0,0
1519733946878607,-3,-1,-2,-2,-2,-2,-3,-6
1519733946885626,-1,1,-1,-1,0,-1,-1,1
1519733946885626,-3,0,-1,-2,-2,0,-2,-5
1519733946900665,0,-1,-1,-1,-1,-2,1,4
1519733946900665,-1,-1,-2,-1,-1,0,-1,1
1519733946908689,0,-1,-3,-2,-2,0,-1,-1
1519733946908689,-2,-1,-1,-1,-2,-2,-3,-3
1519733946923727,-2,-2,0,-1,-1,-1,-1,-2
1519733946923727,-3,-1,-2,-1,0,1,-1,0
1519733946930745,-1,-2,0,-2,-2,0,1,-2
1519733946930745,-1,-1,-1,-1,0,0,1,0
1519733946945786,-1,-1,-3,-2,-2,-1,-1,1
1519733946945786,-2,0,-2,-2,0,0,0,0
1519733946960826,-1,-2,-2,-1,-1,0,-1,-3
1519733946960826,-1,-1,0,-1,-2,-1,0,1
1519733946968847,-1,0,0,-1,0,-3,-2,-2
1519733946968847,-2,0,-2,0,-1,-1,-1,-1
1519733946982883,-2,-3,-1,-1,-1,1,0,1
1519733946982883,0,-2,-1,1,-1,0,0,-9
1519733946990910,0,0,0,-1,-1,-1,-2,6
1519733946990910,-1,0,0,-1,0,-1,-2,-1
1519733947005946,-1,0,-1,-2,-2,0,-1,-4
1519733947005946,0,-4,-2,-1,-1,-1,-1,1
1519733947020986,0,0,-2,-3,-2,0,-2,-2
1519733947020986,0,-1,-1,-1,-1,-1,-1,-1
1519733947028004,-1,0,-3,0,-2,-1,-1,0
1519733947028004,-1,-2,-2,-1,-1,-2,0,2
1519733947043044,-2,-3,-1,1,-2,0,-1,-4
1519733947043044,-1,-1,0,-1,0,0,-1,1
1519733947051066,-3,-2,-2,0,1,-1,-2,-2
1519733947051066,-1,0,0,-3,0,0,0,4
1519733947066106,-2,0,-1,1,-1,1,-2,-1
1519733947066106,0,-1,-1,-2,-1,0,0,-1
1519733947081145,1,-2,0,-1,-1,-2,0,1
1519733947081145,-1,1,-1,0,-1,0,0,0
1519733947096185,-2,-1,-2,-2,-1,-2,-1,-4
1519733947096185,0,-2,-2,0,-2,-1,-1,-1
1519733947103204,0,-1,-1,-1,0,-2,-2,3
1519733947103204,-1,-1,-1,0,-2,0,-1,-2
1519733947111225,0,-2,0,-1,0,-1,0,0
1519733947111225,1,-1,0,0,-3,-2,-2,-2
1519733947118244,0,0,-1,-1,0,-1,1,3
1519733947118244,-1,-1,-1,-2,0,1,0,1
1519733947133284,-1,-1,-1,0,2,0,0,-3
1519733947133284,-1,-1,-1,-1,-1,-1,-3,-4
1519733947141305,-1,1,1,-1,0,-2,-2,-1
1519733947141305,1,-2,-2,-3,0,-1,-2,1
1519733947155342,0,-1,0,-2,-3,0,-1,-2
1519733947155342,0,-2,-1,-1,0,-1,-2,0
1519733947163364,-2,-3,0,-2,-2,0,-2,0
1519733947163364,-2,-1,0,0,-2,-1,-1,0
1519733947170382,-1,-2,-2,-2,0,-2,0,0
1519733947170382,-2,1,0,-1,-1,1,0,2
1519733947178404,0,-2,-2,-1,-1,-1,-3,-8
1519733947178404,-1,-1,-1,-2,0,0,1,2
1519733947193444,0,0,-1,-2,-2,-2,-2,-1
1519733947193444,1,0,1,0,-1,-1,0,-1
1519733947200463,-2,0,-2,-3,-1,-1,1,1
1519733947200463,-3,-1,0,-1,0,-2,-2,-5
1519733947217508,0,-1,0,-1,1,-1,1,2
1519733947217508,0,0,-3,-4,-1,-1,0,-2
1519733947223524,0,0,0,0,0,-2,-1,0
1519733947223524,-1,-2,-1,0,0,-3,-2,-3
1519733947230543,-2,-1,0,-1,-2,0,-2,-2
1519733947230543,-1,0,0,-1,0,-2,-1,0
1519733947238564,1,-1,-1,-1,-2,-1,1,2
1519733947238564,-1,-2,-2,-1,-2,0,-2,1
1519733947253604,0,0,-1,1,-2,-1,0,-2
1519733947253604,-2,-1,-1,-1,-2,-1,0,3
1519733947260623,-3,-1,-2,-3,-2,1,-1,-11
1519733947260623,0,-3,-2,-2,-1,-1,0,3
1519733947275662,0,-2,-1,-2,-1,-1,-2,0
1519733947275662,-1,-1,-1,-2,-1,-2,-2,-2
1519733947283684,0,-1,0,0,-1,0,0,2
1519733947283684,0,-1,-1,-3,0,0,0,-1
1519733947290702,-1,0,-1,-1,-1,-1,-1,-3
1519733947290702,-3,-1,1,0,0,-2,-2,-2
1519733947298724,-1,0,-2,0,-1,-3,-1,2
1519733947298724,-1,-1,0,-2,-1,-1,-2,-4
1519733947313764,-1,0,0,0,0,-1,-1,1
1519733947313764,0,-1,0,0,-2,0,-1,-3
1519733947320782,0,-2,0,0,-2,-1,-2,0
1519733947320782,0,0,0,0,-1,-1,0,-1
1519733947335823,0,-2,0,-2,-2,-1,1,2
1519733947335823,-2,-2,1,1,1,1,-1,-3
1519733947343844,-3,-1,-2,-1,-2,-1,-2,-1
1519733947343844,0,0,-2,-1,-1,-1,-1,-1
1519733947350862,0,1,-1,-1,-1,0,-1,-3
1519733947350862,-1,-1,-3,1,-1,-2,-1,-4
1519733947357881,-1,-1,1,-1,0,-1,1,3
1519733947357881,-2,-1,0,0,0,-2,-4,-8
1519733947372931,-2,-3,-2,-3,-1,-1,0,0
1519733947372931,0,1,-1,0,-2,-1,1,-4
1519733947380943,-1,-1,-1,-1,-1,1,-1,3
1519733947380943,-1,1,-1,0,-1,-1,0,0
1519733947395982,-2,0,-2,-1,-1,-1,-3,-2
1519733947395982,0,-3,-3,-1,-1,-1,-1,0
1519733947411023,1,0,0,0,-1,-1,0,-2
1519733947411023,0,-2,0,-1,-1,-1,2,2
1519733947418042,0,0,0,0,1,-1,-2,-1
1519733947418042,0,-4,0,-2,0,-2,-1,-2
1519733947426063,-1,-1,-1,-1,-1,-1,-1,-4
1519733947426063,0,0,-2,-2,-2,-2,-2,0
1519733947441103,-2,-1,-1,-1,-2,0,0,0
1519733947441103,0,0,-1,0,-1,-2,-1,-2
1519733947448121,-2,-3,-2,0,-1,-1,-2,0
1519733947448121,0,-1,0,0,-1,-3,-2,-5
1519733947463162,-2,-2,-2,1,-1,-1,-1,-1
1519733947463162,-2,0,-2,-1,0,1,1,2
1519733947471188,0,0,-1,-1,-2,-2,0,-2
1519733947471188,-2,0,-1,-3,-2,-3,-2,-1
1519733947478202,-1,-1,-1,-3,-1,-1,0,1
1519733947478202,-2,-2,0,-1,-2,-2,-1,-1
1519733947493241,-1,-1,0,2,-1,-1,-1,0
1519733947493241,-1,-1,-1,-1,0,-2,0,0
1519733947501262,0,-1,0,1,-1,-1,-3,-2
1519733947501262,-1,0,0,-2,-3,-1,-1,-2
1519733947516302,0,-2,-2,-1,0,0,-1,-2
1519733947516302,-1,0,1,-1,-2,1,-1,1
1519733947523321,-1,1,-1,-1,-1,-2,0,-2
1519733947523321,-1,-3,-2,1,-1,-1,0,0
1519733947530340,-2,-2,0,0,-1,-2,-1,-1
1519733947530340,-1,-1,-2,0,-1,-1,0,0
1519733947538361,-3,-1,0,-2,-1,-1,-2,2
1519733947538361,-1,0,-1,-1,-2,0,0,-2
1519733947553401,-1,-2,-1,-1,-1,-3,-2,-1
1519733947553401,-2,0,-1,-2,0,0,-1,-2
1519733947560419,1,-1,-1,0,-1,0,0,-3
1519733947560419,-2,1,-1,-1,-3,0,0,4
1519733947575460,-1,-1,-1,-1,-1,0,-1,-3
1519733947575460,-1,-1,-1,-1,-1,-1,-2,-2
1519733947583482,-1,1,-1,-3,-1,-1,-1,2
1519733947583482,-1,-2,-1,-1,0,0,-1,-2
1519733947590499,0,-1,1,-1,-1,-1,0,-1
1519733947590499,-1,0,-1,-1,-1,1,1,1
1519733947598521,-1,-2,0,0,0,-2,0,-4
1519733947598521,0,-2,-1,-1,-1,-1,-2,0
1519733947613560,-2,-1,-2,-1,-1,-2,-1,-3
1519733947613560,-1,-3,-1,1,-2,-2,-1,-1
1519733947620580,-1,-1,0,0,0,-1,-3,-2
1519733947620580,2,-1,0,-2,0,0,-2,-1
1519733947635620,-1,0,-2,1,-1,1,1,0
1519733947635620,-1,-3,0,-1,1,-1,-1,0
1519733947643641,0,-2,-2,-1,-3,-2,0,-2
1519733947643641,0,0,-1,-2,0,-1,-1,-2
1519733947650660,-2,-3,0,-2,0,0,1,2
1519733947650660,-2,-1,-1,0,-1,-2,-3,-1
1519733947658681,0,0,-3,0,-1,0,-5,1
1519733947658681,0,0,0,-1,-1,-2,0,1
1519733947673721,-1,-1,0,1,-1,0,-1,-2
1519733947673721,-1,-1,-2,-2,-2,0,1,2
1519733947680740,-1,-1,-1,-2,0,1,1,1
1519733947680740,-1,-3,-1,-1,0,0,0,-3
1519733947695780,1,-1,-1,-1,0,0,-1,0
1519733947695780,-1,0,0,-1,1,0,-1,-4
1519733947703800,0,-1,-2,0,-1,0,1,-2
1519733947703800,-1,-1,-1,-1,-2,-1,-1,2
1519733947710820,-1,-2,-1,-2,-1,-2,0,-2
1519733947710820,1,-2,-1,-1,-1,-1,-1,-2
1519733947717838,-1,-3,0,-2,-1,-1,-1,-2
1519733947717838,-1,-1,1,-2,-1,0,0,1
1519733947732879,-1,0,0,-2,2,-1,0,-1
1519733947732879,-2,0,-1,-1,-2,-1,-1,-3
1519733947740900,-3,0,-1,-1,-1,0,1,-1
1519733947740900,1,0,-1,-1,-2,-1,-1,8
1519733947755939,-2,-2,-1,1,-2,-2,-3,-13
1519733947755939,0,0,-2,0,0,-1,-1,3
1519733947762959,-2,1,0,-2,-1,-2,-1,-3
1519733947762959,-3,-1,-3,0,-2,-1,-1,-2
1519733947770979,-1,-2,-2,-2,-3,-2,0,2
1519733947770979,-2,-1,0,0,-1,-1,0,-1
1519733947777999,-1,-1,-2,-1,-2,0,-1,-2
1519733947777999,-1,0,0,-1,-1,-1,0,-2
1519733947793039,-2,0,-1,0,0,0,-1,0
1519733947793039,0,-1,-1,-1,0,-1,0,-2
1519733947801060,0,-1,1,-1,-1,-2,-2,2
1519733947801060,-2,-1,-2,1,-1,0,1,-6
1519733947816100,-1,0,0,-1,0,0,-1,1
1519733947816100,-1,-1,-1,-1,-1,-3,-1,0
1519733947823135,-1,0,-2,0,0,-2,-1,-4
1519733947823135,-1,-1,0,1,1,-1,-3,-1
1519733947831139,1,-1,-2,-2,-1,0,-2,3
1519733947831139,-1,-2,-1,-1,-2,1,0,0
1519733947838159,-1,-2,-1,-1,-2,-1,1,6
1519733947838159,-1,-2,-1,-1,-2,-1,-3,-13
1519733947853198,-1,0,0,-1,-3,-1,-3,3
1519733947853198,-1,-1,0,-2,-2,-1,-1,0
1519733947861220,-2,0,0,-1,0,-1,-1,-2
1519733947861220,-2,0,-1,-2,0,-1,2,3
1519733947876260,0,0,-1,-1,-1,0,2,0
1519733947876260,0,0,-1,-1,-1,-1,-2,-1
1519733947883279,0,-2,-3,-1,-4,0,-1,2
1519733947883279,-3,-1,0,-2,-2,-2,1,0
1519733947891300,-1,-1,-3,-1,-3,0,-1,-4
1519733947891300,-1,-2,0,0,-1,0,0,0
1519733947898324,-2,-1,0,0,0,0,-1,-3
1519733947898324,-2,0,-2,0,-1,-2,-4,-4
1519733947913359,-2,-1,-2,-2,-4,-1,-1,-1
1519733947913359,0,0,-1,-1,-2,0,-2,4
1519733947921380,-1,0,0,0,-2,0,0,-1
1519733947921380,-1,-3,-1,-2,-1,-1,-4,-2
1519733947935417,-2,-2,0,0,-1,0,0,-1
1519733947935417,-2,-1,-2,0,0,-1,-1,-1
1519733947943439,-2,-1,-1,-2,-1,-1,-1,1
1519733947943439,-1,-3,0,-2,-1,0,1,2
1519733947950458,-1,-1,-1,-1,0,-2,-1,-2
1519733947950458,1,0,-1,0,1,-1,-1,1
1519733947958479,0,0,-1,-1,-2,-2,-2,-2
1519733947958479,-1,-2,-1,1,0,0,-1,-1
1519733947973518,-2,-2,-2,-2,-1,-1,-3,-1
1519733947973518,-3,-1,-3,-2,-2,-1,-1,-4
1519733947980537,-2,-2,0,-1,-1,0,-2,-1
1519733947980537,-1,0,0,-1,1,0,-1,1
1519733947995576,-2,0,1,0,0,-1,-1,-1
1519733947995576,1,0,-2,-2,-2,-2,-1,-2
1519733948003599,3,-1,-1,0,-1,-1,2,9
1519733948003599,-1,-1,-1,-2,-1,-1,0,-9
1519733948010617,0,-1,-1,0,-1,-1,0,2
1519733948010617,-2,-3,0,0,-2,-1,-2,-3
1519733948018639,-1,-2,-2,0,0,0,-3,-4
1519733948018639,1,0,1,-1,-2,0,1,2
1519733948033679,-2,1,-2,0,0,-1,-1,-1
1519733948033679,-2,-1,1,-2,-2,-1,-3,-3
1519733948040698,-1,-1,-1,-1,-1,-1,0,1
1519733948040698,-3,-1,-2,-2,-1,-4,-3,-1
1519733948055737,1,0,1,-3,-1,0,-1,-3
1519733948055737,1,-2,-1,-2,-1,1,-1,0
1519733948063759,-1,0,-1,-1,-1,-1,-2,-4
1519733948063759,-1,-1,-2,0,-2,-1,-1,2
1519733948070777,2,-2,-1,1,0,0,0,-2
1519733948070777,-2,-2,0,-1,-1,-1,1,-3
1519733948078798,-2,0,-1,-2,-1,-2,1,-3
1519733948078798,1,-1,-1,1,-1,0,-1,4
1519733948093842,1,-2,-2,-1,1,0,0,1
1519733948093842,0,0,-1,-1,0,0,-1,0
1519733948100857,-2,-2,-1,-2,-2,-1,-3,-5
1519733948100857,-1,0,-1,-1,-1,-1,-1,0
1519733948115897,-2,-2,-1,0,-1,-2,-1,4
1519733948115897,0,-1,-2,1,-1,-2,-1,-12
1519733948122916,0,0,0,-1,-2,0,-4,1
1519733948122916,0,-3,-2,-1,-1,1,0,1
1519733948130937,-2,-2,-1,-2,-2,-2,0,-2
1519733948130937,-3,-2,0,-1,-1,-1,0,2
1519733948137956,1,-1,0,1,-1,0,-1,-1
1519733948137956,0,-2,-2,-1,1,0,-2,-3
1519733948152996,-1,-1,-2,-3,-2,0,-1,-2
1519733948152996,0,0,0,-1,-1,0,-1,1
1519733948161017,1,0,-2,-1,-2,-2,2,-1
1519733948161017,-4,0,-1,-1,0,-1,-1,-2
1519733948176057,0,-2,-2,0,-2,-2,-1,-2
1519733948176057,0,-1,0,0,0,0,0,2
1519733948183076,0,-1,-1,0,-1,0,-1,-3
1519733948183076,0,0,-2,-1,-1,-2,-1,-1
1519733948191097,-2,0,1,-2,-1,0,-2,-3
1519733948191097,-3,0,-1,0,-2,-3,-2,-1
1519733948198116,-1,0,-1,-2,0,0,-1,0
1519733948198116,-1,-1,-1,-3,0,-2,0,-1
1519733948213156,0,-2,0,-2,-1,0,1,-1
1519733948213156,-2,0,-2,-2,0,-1,-1,-2
1519733948221177,-2,-3,-1,0,-1,0,-4,-2
1519733948221177,0,-2,-2,-1,0,0,-1,2
1519733948236217,-2,-1,-1,-2,1,0,1,-1
1519733948236217,-2,-1,-3,-1,-1,0,-2,0
1519733948243236,-3,-1,-1,-1,-1,-1,1,-2
1519733948243236,0,-2,0,0,-3,-1,-1,0
1519733948251258,-1,-1,-1,0,-1,0,-1,1
1519733948251258,1,-1,-1,0,-1,0,0,1
1519733948258276,-1,-1,-1,-3,0,-2,-1,-2
1519733948258276,0,0,0,1,-2,-4,-3,-4
1519733948273318,-1,-1,-1,0,-1,-1,-3,-1
1519733948273318,-2,-1,-1,-2,-1,-1,-1,-2
1519733948280335,1,0,0,-1,-1,-1,0,5
1519733948280335,0,-2,1,-2,-1,1,1,-6
1519733948295374,-1,-1,-3,-1,-1,-2,-4,1
1519733948295374,-1,-1,0,1,-2,-1,0,1
1519733948303396,-2,-2,-2,-2,-1,-1,-1,-1
1519733948303396,0,-1,0,0,-1,-1,0,4
1519733948310414,-2,0,0,0,-1,-1,-1,-4
1519733948310414,1,-2,-1,-1,-1,0,-1,0
1519733948318435,-2,0,-1,-1,-2,-3,1,0
1519733948318435,-2,1,0,0,-2,-2,0,-2
1519733948333475,-1,-1,0,0,-1,1,0,-1
1519733948333475,-1,-3,0,-1,0,0,-1,0
1519733948340495,-2,0,0,-1,-1,-2,-1,-1
1519733948340495,-2,-1,-2,-1,0,0,-1,-2
1519733948355534,-1,-1,-1,-1,-2,-2,1,2
1519733948355534,0,-1,-2,-2,-1,0,-2,-10
1519733948363564,-2,-2,-2,-2,-1,-2,-1,-1
1519733948363564,0,-2,0,-2,-1,2,-1,0
1519733948370574,-1,-2,-2,-1,-2,-1,0,1
1519733948370574,1,2,0,0,0,-1,3,-1
1519733948378596,2,-1,-2,-1,-1,2,-2,2
1519733948378596,1,-1,-2,-1,-1,-1,0,1
1519733948393635,-2,-2,-1,-1,0,1,-2,-3
1519733948393635,-2,-1,-1,0,-1,-1,0,0
1519733948400654,-1,-2,0,0,-2,-1,-2,-6
